ID,Session,ID_title,Date_x,Time,Online_x,Age,DG_DataRows,DG_Coins_Kept,DG_Coins_Given,DG_RT,DOB,Online_Test_Group,OS,UG_DataRows,UG_Accept,UG_Offer_Accept,UG_Coins_Given,UG_Coins_Kept,UG_Decision_RT,UG_RT,UG_Attempts,DG_UG_Diff,DG_UG_RT_Diff,Score,UG_Total_RT,it_P6,lr_P6,eg_P6,w_P6,st_P6,repst_P6,it,lr,eg,w_lo,w_hi,st,repst,w_diff,tot_delay,tot_delay_perc,twodelays,fourdelays,sixdelays,tot_hiconf,tot_loconf,perc_hiconf_delay,perc_loconf_delay,hi_lo_conf_del_diff,AvgRT,RT_STD,AvgRT_3SD,AvgdelayRT,AvgdelayRT_3SD,AvgimmRT,AvgimmRT_3SD,imm_del_RT_Diff,imm_del_RT_3SD_Diff,Avg_hiconfRT,Avg_hiconfRT_3SD,Avg_loconfRT,Avg_loconfRT_3SD,hi_lo_conf_RT_Diff,hi_lo_conf_RT_3SD_Diff,avg_del_prob,avg_indiff,total_randb,randtype,auc_prob,auc_indiff,auc_indiff_all,auc_tot_val,corr_r_pob,corr_int_pob,corr_r_indiff_all,corr_int_indiff_all,corr_r_tot_val,corr_int_tot_val,Exp_delay_trials,Exp_delay_avg_rating,Exp_delay_unique_ratings,Exp_delay_auc,Exp_reward_trials,Exp_reward_avg_rating,Exp_reward_unique_ratings,Exp_reward_auc,corr_r_exp_delay,corr_int_exp_delay,corr_rsq_exp_delay,corr_r_exp_reward,corr_int_exp_reward,corr_rsq_exp_reward,School,Training_Start,Training_End,Gender,Group,Online_y,Date_y,Age_Frac,Age_YrsMths,Train_ID,TrainingWeeks,TotalSessions,TotalBonusGames,PercentageBonusDone,Training_Version,Group_Name,Train_Coef,SES,ComboEdu,ComboEmploy,Age_YM,Raw_Vocab,T_Vocab,Raw_Matrix,T_Matrix,T_ScoreSum,FSIQ-2,Perc_Rank,Age_Frac_Imp,corsi_max_wm_t,totalsessions,trainingslope,PBI_t,cf_switchrt_t,cogflex_t,REzssrtnr_t,REflankerswitch_t,REflankerinh_t,stroop_t,dprimeONEBACK_t,dprimeTWOBACK_t,english_scores,maths_scores,total_scores,time
129,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Churchfields,13/01/2020,02/03/2020,F,1,0,19/03/2020,6.275,"6,3",124,8,27,8,25.80645161,2,Experimental,-19.75510694,2.25,2.5,2,6.03,,,,,,,,6.0250001,,27,-19.755108,,,,,,,,,,,,,
129,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Churchfields,13/01/2020,02/03/2020,F,1,0,,,,124,8,27,8,25.80645161,2,Experimental,-19.75510694,2.25,2.5,2,,,,,,,,,6.0250001,,27,-19.755108,-0.58283824,,,0.26508266,,,,,,,,,
130,0,130,13/12/2019,12:40,0,9,6,4,2,2.878833333,,,WindowsLaptop,7,No,0,3,3,4.337,3.244,,1,0.365166667,strat_inc,,,,,,,,,,,,,,,,4,22.22222222,2,1,1,2,2,22.22222222,22.22222222,0,1646.833333,1185.355953,1646.833333,2994.25,2994.25,1261.857143,1261.857143,1732.392857,1732.392857,1697.444444,1697.444444,1596.222222,1596.222222,-101.2222222,-101.2222222,0.222222222,0.354166667,0,1,0.833333333,1.625,1.625,2.125,-0.171428571,0.822222222,-0.082142857,0.641666667,-0.15,0.983333333,6,4.078333333,5,2.0345,4,5.805,4,1.7625,-0.918,2.291333333,0.969993631,0.427,-1.33,0.794236926,Churchfields,13/01/2020,02/03/2020,F,1,0,13/12/2019,9.086111111,"9,1",134,8,24,4,14.81481481,2,Experimental,-5.355612471,1.25,1.5,1,9.1,28,53,19,55,108,107,70,9.0861111,4,24,-5.3556123,-0.055555232,706.86926,,,-0.005087815,0.2658982,0.092494376,0.92261904,0.34523809,,,,
130,1,130,13/03/2020,11:07,0,9,6,3,3,1.985833333,,,WindowsLaptop,7,No,0,2,4,3.989,3.725285714,,-1,1.739452381,greed_inc,,,,,,,,,,,,,,,,5,27.77777778,2,2,1,3,2,33.33333333,22.22222222,-11.11111111,1479.277778,1187.885309,1246.235294,1818.6,1818.6,1348.769231,1007.75,469.8307692,810.85,1172.333333,1172.333333,1786.222222,1329.375,613.8888889,157.0416667,0.277777778,0.395833333,0,1,1.166666667,1.875,1.875,2.291666667,-0.2,0.977777778,-0.103571429,0.758333333,-0.164285714,1.061111111,6,6.596666667,5,3.437,4,3.425,4,1.017,1.523428571,-3.735333333,0.745625262,-0.812,2.485,0.962173758,Churchfields,13/01/2020,02/03/2020,F,1,0,13/03/2020,9.336111111,"9,4",134,8,24,4,14.81481481,2,Experimental,-5.355612471,1.25,1.5,1,9.04,25,50,20,58,108,107,70,9.0861111,5,24,-5.3556123,-0.73851943,346.31177,-0.067423791,1.9632815,0.50903761,0.11221959,-0.18285483,0.88095242,0.25,,,,
130,2,130,27/03/2021,10:58,1,10,,3,3,7.0369,11-Oct,1,Win32,,No,0,,,1.05135,,1,,,,1.05135,,,,,,,,,,,,,,,11,61.11111111,4,5,2,7,4,77.77777778,44.44444444,-33.33333333,3.848417222,3.141364371,3.848417222,4.319111364,4.319111364,3.108755,3.108755,1.210356364,1.210356364,4.963272222,4.963272222,2.733562222,2.733562222,-2.22971,-2.22971,0.611111111,0.575,1,2,3.333333333,,3.0375,4.25,-0.123809524,1.044444444,-0.057142857,0.775,-0.078571429,1.066666667,6,6.453703704,6,3.228240741,4,7.502314815,4,2.253240741,-1.008465608,4.983333333,0.999367561,0.797685185,-1.486111111,0.988885761,Churchfields,13/01/2020,02/03/2020,F,1,0,27/03/2021,10.375,"10,4",134,8,24,4,14.81481481,2,Experimental,-5.355612471,1.25,1.5,1,10.04,,,21,59,,,,9.0861111,6,24,-5.3556123,-0.93046206,237.01672,0.53162807,0.069344431,,,,,,,,,
131,0,131,13/12/2019,15:27,0,10,6,3,3,5.1335,,,WindowsLaptop,7,No,0,3,3,12.294,3.501285714,,0,-1.632214286,fair,,,,,,,,,,,,,,,,2,11.11111111,1,1,0,1,1,11.11111111,11.11111111,0,2196.444444,3361.270019,1519.705882,10402.5,7104,1170.6875,1170.6875,9231.8125,5933.3125,2041,2041,2351.888889,933.25,310.8888889,-1107.75,0.111111111,0.3125,0,1,0.333333333,1.4375,1.4375,1.583333333,-0.095238095,0.444444444,-0.053571429,0.5,-0.095238095,0.694444444,6,1.823333333,4,0.7425,4,10,1,3,-1.281714286,1.309333333,0.738974103,0,5,1,Churchfields,13/01/2020,02/03/2020,F,1,2,13/12/2019,10.33055556,"10,3",121,7,11,2,16.66666667,2,Experimental,4.935693726,2.5,3,2,10.3,40,72,19,53,125,122,94,10.330556,7,11,4.9356937,0.59802407,129.20587,0.16552255,-1.1216049,-0.13401939,-0.6566174,-0.40465653,0.84523809,0.75,,,,
131,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Churchfields,13/01/2020,02/03/2020,F,1,2,08/07/2020,10.9,"10,10",121,7,11,2,16.66666667,2,Experimental,4.935693726,2.5,3,2,10.01,,,,,,,,10.330556,,11,4.9356937,,,,0.36275613,,,,,,,,,
131,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Churchfields,13/01/2020,02/03/2020,F,1,2,,,,121,7,11,2,16.66666667,2,Experimental,4.935693726,2.5,3,2,,,,,,,,,10.330556,,11,4.9356937,,,,,,,,,,,,,
132,0,132,06/01/2020,13:54,0,9,6,4,2,8.777333333,,,WindowsLaptop,7,Yes,1,2,4,17.96,4.250285714,,0,-4.527047619,greedy,,,,,,,,,,,,,,,,7,38.88888889,4,2,1,6,1,66.66666667,11.11111111,-55.55555556,2105.5,1865.673297,2105.5,2185,2185,2054.909091,2054.909091,130.0909091,130.0909091,1635,1635,2576,2576,941,941,0.388888889,0.425,1,2,1.666666667,,1.9875,3.291666667,-0.066666667,0.622222222,-0.044285714,0.58,0.00952381,0.661111111,6,7.975,6,4.005,4,7.2825,4,2.191,-0.63,5.18,0.844001191,0.9635,-2.535,0.986198691,Churchfields,13/01/2020,02/03/2020,M,2,0,06/01/2020,9.213888889,"9,2",131,8,31,17,53.125,2,Control,-3.085416242,2,2,2,9.2,25,47,21,60,107,106,68,9.2138891,7,31,-3.0854163,0.60522938,465.22223,0.5174852,1.2730843,0.13402745,0.16702648,0.000171244,0.88690472,0.88095242,,,,
132,1,132,13/03/2020,13:44,0,9,6,4,2,2.168,,,WindowsLaptop,7,Yes,1,3,3,5.76,2.401571429,,1,0.233571429,strat_inc,,,,,,,,,,,,,,,,11,61.11111111,5,3,3,5,6,55.55555556,66.66666667,11.11111111,1896.833333,1141.99548,1896.833333,2067.818182,2067.818182,1628.142857,1628.142857,439.6753247,439.6753247,2175,2175,1618.666667,1618.666667,-556.3333333,-556.3333333,0.611111111,0.625,3,2,3,,3.125,4.125,-0.00952381,0.644444444,0,0.625,0.004761905,0.816666667,6,5.333333333,5,2.9045,4,0.1825,2,0.0365,-1.448,5.401333333,0.389280624,0.1095,-5.365,0.6,Churchfields,13/01/2020,02/03/2020,M,2,0,13/03/2020,9.4,"9,4",131,8,31,17,53.125,2,Control,-3.085416242,2,2,2,9.04,27,53,20,58,111,109,73,9.2138891,6,31,-3.0854163,0.069098711,121.49762,-0.41775325,-0.62480205,-0.007291675,-0.078774914,-0.95672697,0.88690472,0.72619045,,,,
132,2,132,29/03/2021,16:56,1,10,,3,3,2.9134,44479,1,Win32,,Yes,1,,,3.32089,,1,,,,3.32089,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,0.9519025,0.546230559,0.9519025,0.9519025,0.9519025,,,,,1.007312222,1.007312222,0.896492778,0.896492778,-0.110819444,-0.110819444,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,6.936728513,6,3.471759337,4,9.944445292,1,2.983333588,-1.25211635,6.319135737,0.989816549,0,4.944445292,1,Churchfields,13/01/2020,02/03/2020,M,2,0,29/03/2031,,,131,8,31,17,53.125,2,Control,-3.085416242,2,2,2,10.05,,,22,62,,,,9.2138891,7,31,-3.0854163,0.5070715,-31.369873,-0.46189255,-0.45984125,,,,,,,,,
134,0,134,05/02/2020,15:59,0,9,6,4,2,0.928666667,,,WindowsLaptop,7,No,0,3,3,16.987,3.247857143,,1,2.319190476,strat_inc,,0.677406786,0.114613797,0.486582838,0.352248443,0.055019412,-1.031643917,0.676954487,0.111892442,0.486267508,0.468902956,0.369657371,0.051454266,-1.031127758,-0.099245585,7,38.88888889,4,3,0,5,2,55.55555556,22.22222222,-33.33333333,784.7777778,535.8759246,784.7777778,950,950,679.6363636,679.6363636,270.3636364,270.3636364,718.2222222,718.2222222,851.3333333,851.3333333,133.1111111,133.1111111,0.388888889,0.45,1,2,1.833333333,,2.2,3.416666667,-0.085714286,0.688888889,-0.06,0.66,-0.064285714,0.933333333,6,8.33,6,4.1675,4,8.1575,4,2.4465,-0.486285714,5.032,0.998526066,0.6275,0.02,0.994274333,Ray Lodge,28/02/2020,23/06/2020,F,1,2,05/02/2020,9.530555556,"9,6",157,6,13,0,0,2,Experimental,6.552250153,2.75,3,2.5,9.6,34,63,18,53,116,114,84,9.5305557,5,13,6.5522504,-0.86407864,492.71326,1.0476505,0.22741719,-0.89030004,0.50087798,-0.36165273,0.92261904,0.76190472,,,,
134,1,134,10/07/2020,18:22,1,10,,2,4,4.616,07-Oct,2,Win32,,Yes,1,,,5.352,,1,,,,5.352,,,,,,,,,,,,,,,7,38.88888889,4,2,1,4,3,44.44444444,33.33333333,-11.11111111,1.1105,0.570918893,0.989588235,1.354285714,1.052333333,0.955363636,0.955363636,0.398922078,0.096969697,0.926,0.926,1.295,1.061125,0.369,0.135125,0.388888889,0.425,1,2,2,,2.2125,3.375,-0.142857143,0.888888889,-0.057142857,0.625,-0.116666667,1.061111111,6,6.541666667,6,3.423611111,4,8.171296296,4,2.476851852,-1.527248677,6.887037037,0.840829579,0.606481481,0.138888889,0.956844159,Ray Lodge,28/02/2020,23/06/2020,F,1,2,10/07/2020,9.961111111,"9,11",157,6,13,0,0,2,Experimental,6.552250153,2.75,3,2.5,9.11,,,19,55,,,,9.5305557,,13,6.5522504,-0.92907101,104.54993,-0.65212369,0.31067395,,,,,,,,,
134,2,134,13/04/2021,15:40,1,11,,6,0,4.31223,07-Oct,1,Win32,,Yes,1,,,1.09171,,1,,,,1.09171,,,,,,,,,,,,,,,7,38.88888889,4,2,1,4,3,44.44444444,33.33333333,-11.11111111,1.291794444,0.820025267,1.291794444,1.723488571,1.723488571,1.01708,1.01708,0.706408571,0.706408571,1.346141667,1.346141667,1.237447222,1.237447222,-0.108694444,-0.108694444,0.388888889,0.425,1,2,2,,2.1125,3.333333333,-0.104761905,0.755555556,-0.047142857,0.59,-0.083333333,0.944444444,6,8.132716049,6,4.181481481,4,8.606481481,4,2.573611111,-1.107407407,7.008641975,0.807406085,0.412037037,1.546296296,0.961076464,Ray Lodge,28/02/2020,23/06/2020,F,1,2,13/04/2021,10.71944444,"10,8",157,6,13,0,0,2,Experimental,6.552250153,2.75,3,2.5,10.08,,,18,52,,,,9.5305557,7,13,6.5522504,0.033211693,-106.2655,-0.73914319,1.1304169,,,,,,,,,
135,0,135,05/02/2020,15:40,0,6,6,4,2,2.299666667,,,WindowsLaptop,,,,,,,,,,,,,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,2927.777778,3590.119129,2145.882353,2927.777778,2145.882353,,,,,3918.777778,2381.125,1936.777778,1936.777778,-1982,-444.3472222,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,6.293333333,5,3.423,4,2.6125,3,0.545,-0.812571429,4.137333333,0.124268666,1.5225,-10,0.635925002,Ray Lodge,28/02/2020,23/06/2020,F,1,2,05/02/2020,6.313888889,"6,3",156,6,12,0,0,2,Experimental,-11.42889302,2.75,3,2.5,6.3,,,,,,,,6.313889,4,12,-11.428893,-0.46494663,277.93457,0.003490754,-0.45338464,,-0.86612362,,0.79761904,0.083333336,,,,
135,1,135,10/07/2020,18:50,1,7,,6,0,6.61021,10-Mar,2,Win32,,Yes,1,,,2.567625,,2,,,,28.956675,,,,,,,,,,,,,,,6,33.33333333,3,2,1,4,2,44.44444444,22.22222222,-22.22222222,1.843376389,1.162644917,1.843376389,2.2468825,2.2468825,1.641623333,1.641623333,0.605259167,0.605259167,1.943952222,1.943952222,1.742800556,1.742800556,-0.201151667,-0.201151667,0.333333333,0.40625,2,2,1.5,,1.921875,3.125,-0.019047619,0.4,-0.021428571,0.48125,0.011904762,0.611111111,6,4.297839506,6,1.78287037,4,9.956018519,3,2.986574074,-0.50978836,1.082098766,0.070070587,0.009722222,4.907407407,0.890909091,Ray Lodge,28/02/2020,23/06/2020,F,1,2,10/07/2020,6.744444444,"6,8",156,6,12,0,0,2,Experimental,-11.42889302,2.75,3,2.5,6.08,,,19,69,,,,6.313889,6,12,-11.428893,0.013958078,375.61475,1.0043117,1.3332875,,,,,,,,,
135,2,135,13/04/2021,14:04,1,8,,6,0,4.98563,Oct-13,1,Win32,,Yes,1,,,19.78263,,1,,,,19.78263,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,2.169590278,1.270780669,2.169590278,2.169590278,2.169590278,,,,,1.788595556,1.788595556,2.550585,2.550585,0.761989444,0.761989444,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,7.287037037,6,3.673148148,4,9.224537037,4,2.743518519,-1.133862434,6.255555556,0.981015825,0.161574074,3.416666667,0.649207153,Ray Lodge,28/02/2020,23/06/2020,F,1,2,13/04/2021,7.502777778,"7,6",156,6,12,0,0,2,Experimental,-11.42889302,2.75,3,2.5,7.06,,,15,57,,,,6.313889,7,12,-11.428893,0.66294783,-18.03125,0.71860635,-1.8907434,,,,,,,,,
136,0,136,07/02/2020,12:32,0,8,6,3,3,1.1665,,,WindowsLaptop,7,No,0,3,3,2.699,1.280857143,,0,0.114357143,fair,,0.376458229,0.549858174,0.486551587,0.725728851,0.135459077,-0.665322368,0.352997285,0.544364494,0.482017002,0.614778189,0.650009607,0.146245984,-0.686481837,0.035231418,7,38.88888889,4,2,1,3,4,33.33333333,44.44444444,11.11111111,1304.388889,830.7354034,1304.388889,1677,1677,1067.272727,1067.272727,609.7272727,609.7272727,1111.888889,1111.888889,1496.888889,1496.888889,385,385,0.388888889,0.40625,2,2,1.833333333,,1.9375,3.333333333,-0.104761905,0.755555556,-0.048214286,0.575,-0.076190476,0.961111111,6,5.478333333,6,2.724,4,7.535,3,2.3095,-0.658,2.781333333,0.462018824,1.084,-2.885,0.896110304,Ray Lodge,28/02/2020,23/06/2020,F,1,0,07/02/2020,8.494444444,"8,5",155,2,5,3,33.33333333,2,Experimental,16.47180286,3.5,2,5,8.5,19,41,11,40,81,84,14,8.4944448,6,5,16.471804,-0.063923739,252.88232,-0.037965398,-1.8709065,0.02079621,0.28189084,0.51573896,0.91666669,0.63095242,,,,
136,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ray Lodge,28/02/2020,23/06/2020,F,1,0,,,,155,2,5,3,33.33333333,2,Experimental,16.47180286,3.5,2,5,,,,,,,,,8.4944448,,5,16.471804,,,,,,,,,,,,,
136,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ray Lodge,28/02/2020,23/06/2020,F,1,0,,,,155,2,5,3,33.33333333,2,Experimental,16.47180286,3.5,2,5,,,,,,,,,8.4944448,,5,16.471804,,,,,,,,,,,,,
137,0,137,13/02/2020,13:39,0,6,6,4,2,3.5165,,,WindowsLaptop,7,Yes,1,3,3,44.247,9.664,,1,6.1475,strat_inc,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,990.0555556,910.2061481,809.2352941,,,990.0555556,809.2352941,,,731.5555556,731.5555556,1248.555556,896.625,517,165.0694444,0,0.25,0,1,0,1.25,1.25,1.25,0,0,0,0.25,0,0.25,6,0,1,0,4,10,1,3,0,-5,1,0,5,1,Ray Lodge,28/02/2020,23/06/2020,F,2,0,13/02/2020,6.175,"6,2",160,7,19,9,47.36842105,2,Control,-3.261984488,1.25,1.5,1,6.2,23,60,12,53,113,111,79,6.1750002,5,19,-3.2619846,0.56061959,462.91974,0.029001266,0.024714479,0.58868408,-0.16940612,-1.1869156,0.95833331,0.083333336,,,,
137,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ray Lodge,28/02/2020,23/06/2020,F,2,0,12/07/2020,6.588888889,"6,7",160,7,19,9,47.36842105,2,Control,-3.261984488,1.25,1.5,1,6.07,,,,,,,,6.1750002,,19,-3.2619846,-0.58917689,291.75769,-0.30093783,-0.87263733,,,,,,,,,
137,2,137,25/04/2021,12:45,1,8,,4,2,72.429,Dec-13,1,Win32,,No,0,,,2.715,,1,,,,2.715,,,,,,,,,,,,,,,14,77.77777778,6,4,4,9,5,100,55.55555556,-44.44444444,3.185555556,1.365027913,3.185555556,3.1515,3.1515,3.30475,3.30475,-0.15325,-0.15325,2.779,2.779,3.592111111,3.592111111,0.813111111,0.813111111,0.777777778,0.65,1,2,4,,3.3375,4.625,-0.133333333,1.244444444,-0.065714286,0.88,-0.052380952,1.1,6,7.461004305,6,3.862942643,4,4.234667433,4,1.155763227,-1.126643492,6.404256528,0.720227155,1.453805596,-8.03436055,0.879270577,Ray Lodge,28/02/2020,23/06/2020,F,2,0,25/04/2021,7.375,"7,4",160,7,19,9,47.36842105,2,Control,-3.261984488,1.25,1.5,1,7.04,,,16,59,,,,6.1750002,6,19,-3.2619846,0.57813489,50.333313,-0.59263718,-0.74045694,,,,,,,,,
138,0,138,14/02/2020,13:43,0,8,6,4,2,2.380833333,,,WindowsLaptop,7,No,0,3,3,9.731,2.514,,1,0.133166667,strat_inc,,,,,,,,,,,,,,,,4,22.22222222,1,3,0,3,1,33.33333333,11.11111111,-22.22222222,1818.333333,1257.701639,1818.333333,1335.25,1335.25,1956.357143,1956.357143,-621.1071429,-621.1071429,1981.666667,1981.666667,1655,1655,-326.6666667,-326.6666667,0.222222222,0.34375,2,2,1,,1.625,2.416666667,-0.133333333,0.688888889,-0.064285714,0.56875,-0.142857143,1,6,4.72,6,2.339,4,8.2275,4,2.492,-1.348,4.438,0.969473729,0.6625,-0.085,0.973845876,Ray Lodge,28/02/2020,23/06/2020,M,2,2,14/02/2020,8.641666667,"8,7",159,7,16,2,12.5,2,Control,-12.07620567,1.25,1.5,1,8.7,25,52,12,42,94,94,34,8.6416664,4,16,-12.076205,0.72797573,752.16663,0.99231732,0.87327045,1.0604918,-0.44967261,-1.0772266,0.95833331,0.42857143,,,,
138,1,138,07/07/2020,10:43,1,9,,3,3,13.700665,06-Nov,2,MacIntel,,No,0,,,3.94153,,1,,,,3.94153,,,,,,,,,,,,,,,10,55.55555556,6,3,1,7,3,77.77777778,33.33333333,-44.44444444,3.390321111,3.615946848,3.390321111,4.4664505,4.4664505,2.045159375,2.045159375,2.421291125,2.421291125,2.877094444,2.877094444,3.903547778,3.903547778,1.026453333,1.026453333,0.555555556,0.520833333,0,1,2.666666667,2.5625,2.5625,4.208333333,-0.133333333,1.022222222,-0.082142857,0.808333333,-0.054761905,1.038888889,6,5.138842774,6,2.536125488,4,7.990820313,4,2.399558106,-1.353561663,4.876308594,0.962457308,0.702758789,-0.522973633,0.981528774,Ray Lodge,28/02/2020,23/06/2020,M,2,2,07/07/2020,9.038888889,"9,0",159,7,16,2,12.5,2,Control,-12.07620567,1.25,1.5,1,9,,,14,46,,,,8.6416664,5,16,-12.076205,-0.39087525,,,-1.2073003,,,,,,,,,
138,2,138,09/04/2021,14:24,1,10,,4,2,3.702695,06-Nov,1,Win32,,No,0,,,7.82353,,1,,,,7.82353,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,1.247135833,1.09928424,1.031039706,1.247135833,1.031039706,,,,,1.088881111,1.088881111,1.405390556,0.965968125,0.316509444,-0.122912986,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,7.944444845,6,3.973611302,4,4.719907443,4,1.290740755,-0.748677309,5.564815427,0.962730854,1.248611132,-6.523148219,0.808533872,Ray Lodge,28/02/2020,23/06/2020,M,2,2,09/04/2021,9.794444444,"9,9",159,7,16,2,12.5,2,Control,-12.07620567,1.25,1.5,1,9.09,,,15,46,,,,8.6416664,,16,-12.076205,-0.91953027,203.54846,0.81686342,0.26627335,,,,,,,,,
139,0,139,27/02/2020,12:35,0,8,6,4,2,8.687666667,,,WindowsLaptop,7,Yes,1,2,4,15.017,5.103571429,,0,-3.584095238,greedy,,0.499559362,0.300467659,0.424497244,0.371076847,-0.306938772,0.481363303,0.498588202,0.302370469,0.434935775,0.507429523,0.359918841,-0.309800837,0.481923389,-0.147510682,1,5.555555556,0,1,0,1,0,11.11111111,0,88.88888889,1751.277778,1729.08377,1413.823529,7488,,1413.823529,1413.823529,6074.176471,,1855.888889,1151.875,1646.666667,1646.666667,-209.2222222,494.7916667,0.055555556,0.25,1,2,0.166666667,,1.25,1.458333333,-0.047619048,0.222222222,0,0.25,-0.05952381,0.527777778,6,0.156666667,2,0.047,4,8.245,4,2.4185,-0.134285714,-4.373333333,0.428571429,0.477,0.86,0.670969169,Merton Court,11/03/2020,23/06/2020,M,1,,27/02/2020,8.563888889,"8,6",175,8,26,5,14.28571429,2,Experimental,-2.065789849,2.5,3,2,8.6,20,42,2,23,65,71,3,8.5638885,6,26,-2.0657899,0.13998108,271.50989,0.19693238,-0.3806912,-0.043009877,-0.67123616,,0.84523809,,,,,
139,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merton Court,11/03/2020,23/06/2020,M,1,,,,,175,8,26,5,14.28571429,2,Experimental,-2.065789849,2.5,3,2,,,,,,,,,8.5638885,,26,-2.0657899,,,,,,,,,,,,,
139,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merton Court,11/03/2020,23/06/2020,M,1,,,,,175,8,26,5,14.28571429,2,Experimental,-2.065789849,2.5,3,2,,,,,,,,,8.5638885,,26,-2.0657899,,,,,,,,,,,,,
140,0,140,08/01/2020,15:07,0,10,6,5,1,3.704333333,,,WindowsLaptop,7,Yes,1,1,5,9.741,2.518714286,,0,-1.185619048,greedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parkhill,24/01/2020,23/06/2020,M,2,0,08/01/2020,10.39166667,"10,4",146,5,6,0,0,2,Control,-106.2306831,2,2.5,1,10.04,,,,,,,,10.391666,,6,-106.23068,0.29501757,316.97498,-0.5696342,-1.5983062,,,,,,,,,
140,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parkhill,24/01/2020,23/06/2020,M,2,0,,,,146,5,6,0,0,2,Control,-106.2306831,2,2.5,1,,,,,,,,,10.391666,,6,-106.23068,,,,,,,,,,,,,
140,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parkhill,24/01/2020,23/06/2020,M,2,0,,,,146,5,6,0,0,2,Control,-106.2306831,2,2.5,1,,,,,,,,,10.391666,,6,-106.23068,,,,,,,,,,,,,
141,0,141,11/01/2020,12:52,0,7,18,4,2,3.704333333,,,WindowsLaptop,7,No,0,3,3,6.282,1.904571429,,1,-1.799761905,strat_inc,,0.599659648,0.668816036,0.522004466,0.507235775,0.141529212,0.837066661,0.609717601,0.658500915,0.514224374,0.434245292,0.58202844,0.136575969,0.830601403,0.147783148,11,61.11111111,5,3,3,5,6,55.55555556,66.66666667,11.11111111,972.9444444,461.5869649,972.9444444,1052.636364,1052.636364,847.7142857,847.7142857,204.9220779,204.9220779,991.5555556,991.5555556,954.3333333,954.3333333,-37.22222222,-37.22222222,0.611111111,0.625,3,2,3,,3.125,4.125,-0.00952381,0.644444444,0,0.625,-0.028571429,0.933333333,6,7.67,4,3.852,4,8.5225,3,2.605,-1.141142857,6.664,0.835739957,0.6875,0.085,0.89226932,Parkhill,24/01/2020,23/06/2020,M,1,2,11/01/2020,10.36388889,"10,4",140,8,25,9,33.33333333,2,Experimental,-3.940067991,1.5,2,1,10.04,26,48,7,31,79,82,12,10.363889,5,25,-3.940068,0.8531841,421.86554,1.134486,-0.23530434,0.57892567,-0.067326337,1.3293092,0.84523809,0.72619045,,,,
